Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-07-07 18:35:21,"Push - Shoulder",31m,"Overhead Press (Barbell)",1,52.163122550000004,4,0,0,"","",
2021-07-07 18:35:21,"Push - Shoulder",31m,"Overhead Press (Barbell)",2,52.163122550000004,4,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Overhead Press (Barbell)",3,52.163122550000004,4,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Overhead Press (Barbell)",4,52.163122550000004,3,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Bench Press (Barbell)",1,61.23496995,10,0,0,"",,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Bench Press (Barbell)",2,70.30681735,7,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Bench Press (Barbell)",3,61.23496995,7,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Cable Crossover",1,25.0,10,0,0,"",,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Cable Crossover",2,25.0,10,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Cable Crossover",3,25.0,10,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Lateral Raise (Dumbbell)",1,20.0,21,0,0,"7/7/7, [full rom][upper][lower]",,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Lateral Raise (Dumbbell)",2,20.0,21,0,0,,,
2021-07-07 18:35:21,"Push - Shoulder",31m,"Lateral Raise (Dumbbell)",3,15.0,21,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Pull Up",1,0,8,0,0,"","",
2021-07-08 18:09:30,"Pull - Lat",41m,"Pull Up",2,0,8,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Pull Up",3,0,8,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Chin Up",1,0,6,0,0,"",,
2021-07-08 18:09:30,"Pull - Lat",41m,"Chin Up",2,0,6,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Chin Up",3,0,6,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Seated Row (Cable)",1,140.0,10,0,0,"",,
2021-07-08 18:09:30,"Pull - Lat",41m,"Seated Row (Cable)",2,140.0,6,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Seated Row (Cable)",3,120.0,10,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"T Bar Row",1,90.0,8,0,0,"",,
2021-07-08 18:09:30,"Pull - Lat",41m,"T Bar Row",2,90.0,8,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"T Bar Row",3,90.0,8,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Cross Body Curl",1,30.0,10,0,0,"Cheat curls",,
2021-07-08 18:09:30,"Pull - Lat",41m,"Cross Body Curl",2,30.0,10,0,0,,,
2021-07-08 18:09:30,"Pull - Lat",41m,"Cross Body Curl",3,30.0,10,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Squat (Barbell)",1,120.20197805000001,4,0,0,"","",
2021-07-09 18:00:00,"Legs - Squat",1h,"Squat (Barbell)",2,120.20197805000001,4,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Squat (Barbell)",3,120.20197805000001,4,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Leg Extension (Machine)",1,149.99999999999997,8,0,0,"",,
2021-07-09 18:00:00,"Legs - Squat",1h,"Leg Extension (Machine)",2,149.99999999999997,8,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Leg Extension (Machine)",3,149.99999999999997,8,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Glute Ham Raise",1,0.0,8,0,0,"",,
2021-07-09 18:00:00,"Legs - Squat",1h,"Glute Ham Raise",2,0.0,8,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Glute Ham Raise",3,0.0,8,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Seated Calf Raise (Plate Loaded)",1,70.0,8,0,0,"",,
2021-07-09 18:00:00,"Legs - Squat",1h,"Seated Calf Raise (Plate Loaded)",2,70.0,8,0,0,,,
2021-07-09 18:00:00,"Legs - Squat",1h,"Seated Calf Raise (Plate Loaded)",3,70.0,8,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"L-Sit Chin up",1,0,8,0,0,"","",
2021-07-12 18:10:00,"Pull - Mid Back",40m,"L-Sit Chin up",2,0,8,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"L-Sit Chin up",3,0,8,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Seated Row (Machine)",1,105.0,12,0,0,"",,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Seated Row (Machine)",2,105.0,12,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Seated Row (Machine)",3,105.0,12,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Face Pull (Cable)",1,15.0,18,0,0,"Emphasize rotator cuff",,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Face Pull (Cable)",2,15.0,18,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Face Pull (Cable)",3,15.0,18,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Reverse Curl (Barbell)",1,50.0,10,0,0,"",,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Reverse Curl (Barbell)",2,50.0,10,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Reverse Curl (Barbell)",3,50.0,10,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Bicep Curl (Barbell)",1,50.0,10,0,0,"",,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Bicep Curl (Barbell)",2,50.0,10,0,0,,,
2021-07-12 18:10:00,"Pull - Mid Back",40m,"Bicep Curl (Barbell)",3,50.0,10,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Overhead Press (Barbell)",1,52.163122550000004,4,0,0,"","",
2021-07-13 18:29:24,"Push - Shoulder",36m,"Overhead Press (Barbell)",2,52.163122550000004,4,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Overhead Press (Barbell)",3,52.163122550000004,4,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Overhead Press (Barbell)",4,52.163122550000004,4,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Bench Press (Barbell)",1,61.23496995,10,0,0,"",,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Bench Press (Barbell)",2,61.23496995,10,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Bench Press (Barbell)",3,61.23496995,10,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Triceps Extension (Cable)",1,25.0,12,0,0,"",,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Triceps Extension (Cable)",2,25.0,12,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Triceps Extension (Cable)",3,25.0,12,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Lateral Raise (Dumbbell)",1,20.0,21,0,0,"7/7/7, [full rom][upper][lower]",,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Lateral Raise (Dumbbell)",2,20.0,21,0,0,,,
2021-07-13 18:29:24,"Push - Shoulder",36m,"Lateral Raise (Dumbbell)",3,20.0,21,0,0,,,
2021-07-14 18:20:00,"Legs - Strength",47m,"Squat (Barbell)",1,120.20197805000001,5,0,0,"","",
2021-07-14 18:20:00,"Legs - Strength",47m,"Squat (Barbell)",2,120.20197805000001,5,0,0,,,
2021-07-14 18:20:00,"Legs - Strength",47m,"Squat (Barbell)",3,120.20197805000001,2,0,0,,,
2021-07-14 18:20:00,"Legs - Strength",47m,"Deadlift (Barbell)",1,245.00000000000003,8,0,0,"",,
2021-07-14 18:20:00,"Legs - Strength",47m,"Deadlift (Barbell)",2,299.99999999999994,4,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Pull Up",1,0,9,0,0,"","",
2021-07-15 18:06:21,"Pull - Lat",42m,"Pull Up",2,0,9,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Pull Up",3,0,7,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Chin Up",1,0,5,0,0,"",,
2021-07-15 18:06:21,"Pull - Lat",42m,"Chin Up",2,0,6,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Chin Up",3,0,5,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Seated Row (Cable)",1,140.0,8,0,0,"",,
2021-07-15 18:06:21,"Pull - Lat",42m,"Seated Row (Cable)",2,140.0,7,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"T Bar Row",1,90.0,9,0,0,"",,
2021-07-15 18:06:21,"Pull - Lat",42m,"T Bar Row",2,90.0,9,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"T Bar Row",3,90.0,9,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Cross Body Curl",1,30.0,11,0,0,"Cheat curls",,
2021-07-15 18:06:21,"Pull - Lat",42m,"Cross Body Curl",2,30.0,11,0,0,,,
2021-07-15 18:06:21,"Pull - Lat",42m,"Cross Body Curl",3,30.0,11,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Bench Press (Barbell)",1,74.84274105,8,0,0,"","",
2021-07-17 11:02:09,"Push - Chest",41m,"Bench Press (Barbell)",2,74.84274105,8,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Bench Press (Barbell)",3,74.84274105,9,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Shoulder Press (Machine)",1,135.0,8,0,0,"",,
2021-07-17 11:02:09,"Push - Chest",41m,"Shoulder Press (Machine)",2,135.0,6,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Shoulder Press (Machine)",3,135.0,5,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Chest Dip",1,0,10,0,0,"",,
2021-07-17 11:02:09,"Push - Chest",41m,"Chest Dip",2,0,10,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Chest Dip",3,0,10,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Lateral Raise (Cable)",1,12.5,15,0,0,"",,
2021-07-17 11:02:09,"Push - Chest",41m,"Lateral Raise (Cable)",2,12.5,15,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Lateral Raise (Cable)",3,12.5,10,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Cable Kickback",1,7.5,20,0,0,"",,
2021-07-17 11:02:09,"Push - Chest",41m,"Cable Kickback",2,7.5,20,0,0,,,
2021-07-17 11:02:09,"Push - Chest",41m,"Cable Kickback",3,7.5,20,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"L-Sit Chin up",1,0,9,0,0,"","",
2021-07-18 10:38:49,"Pull - Mid Back",35m,"L-Sit Chin up",2,0,8,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"L-Sit Chin up",3,0,6,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Seated Row (Machine)",1,105.0,13,0,0,"",,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Seated Row (Machine)",2,105.0,13,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Seated Row (Machine)",3,105.0,13,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Face Pull (Cable)",1,17.5,18,0,0,"",,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Face Pull (Cable)",2,17.5,18,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Face Pull (Cable)",3,17.5,18,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Reverse Curl (Barbell)",1,50.0,11,0,0,"",,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Reverse Curl (Barbell)",2,50.0,11,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Reverse Curl (Barbell)",3,50.0,10,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Bicep Curl (Barbell)",1,50.0,11,0,0,"",,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Bicep Curl (Barbell)",2,50.0,8,0,0,,,
2021-07-18 10:38:49,"Pull - Mid Back",35m,"Bicep Curl (Barbell)",3,50.0,7,0,0,,,
2021-07-19 18:08:00,"Legs - Volume",54m,"Squat (Barbell)",1,111.13013065000001,8,0,0,"Volume focus","",
2021-07-19 18:08:00,"Legs - Volume",54m,"Squat (Barbell)",2,111.13013065000001,8,0,0,,,
2021-07-19 18:08:00,"Legs - Volume",54m,"Squat (Barbell)",3,111.13013065000001,7,0,0,,,
2021-07-19 18:08:00,"Legs - Volume",54m,"Seated Leg Curl (Machine)",1,140.0,12,0,0,"",,
2021-07-19 18:08:00,"Legs - Volume",54m,"Seated Leg Curl (Machine)",2,140.0,12,0,0,,,
2021-07-19 18:08:00,"Legs - Volume",54m,"Seated Leg Curl (Machine)",3,140.0,12,0,0,,,
2021-07-19 18:08:00,"Legs - Volume",54m,"Leg Extension (Machine)",1,149.99999999999997,10,0,0,"",,
2021-07-19 18:08:00,"Legs - Volume",54m,"Leg Extension (Machine)",2,149.99999999999997,10,0,0,,,
2021-07-19 18:08:00,"Legs - Volume",54m,"Leg Extension (Machine)",3,149.99999999999997,10,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Overhead Press (Barbell)",1,52.163122550000004,5,0,0,"","",
2021-07-20 18:10:00,"Push - Shoulder",36m,"Overhead Press (Barbell)",2,52.163122550000004,5,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Overhead Press (Barbell)",3,52.163122550000004,5,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Bench Press (Barbell)",1,61.23496995,11,0,0,"",,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Bench Press (Barbell)",2,61.23496995,9,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Arnold Press (Dumbbell)",1,40.0,12,0,0,"",,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Arnold Press (Dumbbell)",2,40.0,10,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Arnold Press (Dumbbell)",3,40.0,9,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Triceps Extension (Cable)",1,25.0,15,0,0,"",,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Triceps Extension (Cable)",2,25.0,15,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Triceps Extension (Cable)",3,25.0,15,0,0,,,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Lateral Raise (Dumbbell)",1,20.0,21,0,0,"7/7/7, [full rom][upper][lower]",,
2021-07-20 18:10:00,"Push - Shoulder",36m,"Lateral Raise (Dumbbell)",2,20.0,21,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Pull Up",1,0,9,0,0,"","",
2021-07-22 18:29:56,"Pull - Lat",31m,"Pull Up",2,0,9,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Pull Up",3,0,8,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Chin Up",1,0,6,0,0,"",,
2021-07-22 18:29:56,"Pull - Lat",31m,"Chin Up",2,0,6,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Chin Up",3,0,6,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Seated Row (Cable)",1,120.0,8,0,0,"",,
2021-07-22 18:29:56,"Pull - Lat",31m,"Seated Row (Cable)",2,120.0,8,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Seated Row (Cable)",3,120.0,7,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"T Bar Row",1,90.0,10,0,0,"",,
2021-07-22 18:29:56,"Pull - Lat",31m,"T Bar Row",2,90.0,10,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"T Bar Row",3,90.0,8,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Cross Body Curl",1,30.0,12,0,0,"Cheat curls",,
2021-07-22 18:29:56,"Pull - Lat",31m,"Cross Body Curl",2,30.0,12,0,0,,,
2021-07-22 18:29:56,"Pull - Lat",31m,"Cross Body Curl",3,30.0,12,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Overhead Press (Barbell)",1,52.163122550000004,6,0,0,"","",
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Overhead Press (Barbell)",2,52.163122550000004,4,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Overhead Press (Barbell)",3,52.163122550000004,5,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Overhead Press (Barbell)",4,52.163122550000004,7,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Bench Press (Barbell)",1,61.23496995,11,0,0,"",,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Bench Press (Barbell)",2,61.23496995,11,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Bench Press (Barbell)",3,61.23496995,8,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Arnold Press (Dumbbell)",1,40.0,9,0,0,"",,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Arnold Press (Dumbbell)",2,40.0,9,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Arnold Press (Dumbbell)",3,40.0,7,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Triceps Extension (Cable)",1,30.0,13,0,0,"",,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Triceps Extension (Cable)",2,30.0,10,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Triceps Extension (Cable)",3,30.0,12,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Lateral Raise (Dumbbell)",1,20.0,21,0,0,"7/7/7, [full rom][upper][lower]",,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Lateral Raise (Dumbbell)",2,20.0,21,0,0,,,
2021-07-26 18:01:22,"Push - Shoulder",1h 3m,"Lateral Raise (Dumbbell)",3,20.0,21,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Pull Up",1,0,9,0,0,"","",
2021-07-27 17:53:33,"Pull - Lat",54m,"Pull Up",2,0,9,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Pull Up",3,0,6,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Chin Up",1,0,6,0,0,"",,
2021-07-27 17:53:33,"Pull - Lat",54m,"Chin Up",2,0,6,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Chin Up",3,0,6,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Seated Row (Cable)",1,140.0,8,0,0,"",,
2021-07-27 17:53:33,"Pull - Lat",54m,"Seated Row (Cable)",2,140.0,8,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Seated Row (Cable)",3,140.0,6,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"T Bar Row",1,90.0,8,0,0,"",,
2021-07-27 17:53:33,"Pull - Lat",54m,"T Bar Row",2,90.0,8,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"T Bar Row",3,90.0,8,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Cross Body Curl",1,35.0,10,0,0,"Cheat curls",,
2021-07-27 17:53:33,"Pull - Lat",54m,"Cross Body Curl",2,35.0,10,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Cross Body Curl",3,35.0,10,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Incline Curl (Dumbbell)",1,20.0,10,0,0,"",,
2021-07-27 17:53:33,"Pull - Lat",54m,"Incline Curl (Dumbbell)",2,20.0,10,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Hammer Curl (Cable)",1,42.5,10,0,0,"",,
2021-07-27 17:53:33,"Pull - Lat",54m,"Hammer Curl (Cable)",2,42.5,10,0,0,,,
2021-07-27 17:53:33,"Pull - Lat",54m,"Hammer Curl (Cable)",3,35.0,10,0,0,,,
2021-07-28 18:30:50,"Legs - Volume",29m,"Seated Leg Curl (Machine)",1,140.0,15,0,0,"","",
2021-07-28 18:30:50,"Legs - Volume",29m,"Seated Leg Curl (Machine)",2,140.0,15,0,0,,,
2021-07-28 18:30:50,"Legs - Volume",29m,"Seated Leg Curl (Machine)",3,140.0,15,0,0,,,
2021-07-28 18:30:50,"Legs - Volume",29m,"Leg Extension (Machine)",1,149.99999999999997,12,0,0,"",,
2021-07-28 18:30:50,"Legs - Volume",29m,"Leg Extension (Machine)",2,149.99999999999997,12,0,0,,,
2021-07-28 18:30:50,"Legs - Volume",29m,"Leg Extension (Machine)",3,149.99999999999997,12,0,0,,,
2021-07-28 18:30:50,"Legs - Volume",29m,"Seated Calf Raise (Plate Loaded)",1,70.0,9,0,0,"",,
2021-07-28 18:30:50,"Legs - Volume",29m,"Seated Calf Raise (Plate Loaded)",2,70.0,9,0,0,,,
2021-07-28 18:30:50,"Legs - Volume",29m,"Seated Calf Raise (Plate Loaded)",3,70.0,9,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Bench Press (Barbell)",1,74.84274105,9,0,0,"","",
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Bench Press (Barbell)",2,74.84274105,6,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Bench Press (Barbell)",3,74.84274105,5,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Shoulder Press (Machine)",1,138.0,8,0,0,"",,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Shoulder Press (Machine)",2,135.0,7,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Shoulder Press (Machine)",3,135.0,7,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Chest Dip",1,0,12,0,0,"",,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Chest Dip",2,0,12,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Chest Dip",3,0,11,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Lateral Raise (Cable)",1,15.0,12,0,0,"",,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Lateral Raise (Cable)",2,15.0,10,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Lateral Raise (Cable)",3,15.0,10,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Cable Kickback",1,10.0,18,0,0,"",,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Cable Kickback",2,10.0,16,0,0,,,
2021-07-29 18:05:51,"Push - Chest",1h 7m,"Cable Kickback",3,10.0,16,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"L-Sit Chin up",1,0,11,0,0,"","",
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"L-Sit Chin up",2,0,10,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"L-Sit Chin up",3,0,9,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Seated Row (Machine)",1,70.0,10,0,0,"",,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Seated Row (Machine)",2,70.0,8,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Seated Row (Machine)",3,70.0,7,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Face Pull (Cable)",1,22.0,20,0,0,"Emphasize rotator cuff",,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Face Pull (Cable)",2,22.0,20,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Face Pull (Cable)",3,22.0,20,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Reverse Curl (Barbell)",1,50.0,11,0,0,"",,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Reverse Curl (Barbell)",2,50.0,11,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Reverse Curl (Barbell)",3,50.0,11,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Bicep Curl (Barbell)",1,50.0,11,0,0,"",,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Bicep Curl (Barbell)",2,50.0,7,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Bicep Curl (Barbell)",3,50.0,11,0,0,,,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Lat Pulldown (Machine)",1,143.0,8,0,0,"",,
2021-07-30 17:46:07,"Pull - Mid Back",1h 13m,"Lat Pulldown (Machine)",2,148.0,7,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Bench Press (Barbell)",1,74.84274105,7,0,0,"","",
2021-08-02 18:03:38,"Push - Chest",1h,"Bench Press (Barbell)",2,83.91458845000001,6,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Bench Press (Barbell)",3,83.91458845000001,4,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Shoulder Press (Plate Loaded)",1,120.0,7,0,0,"",,
2021-08-02 18:03:38,"Push - Chest",1h,"Shoulder Press (Plate Loaded)",2,120.0,7,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Shoulder Press (Plate Loaded)",3,110.0,9,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Chest Dip",1,0,15,0,0,"",,
2021-08-02 18:03:38,"Push - Chest",1h,"Chest Dip",2,0,11,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Chest Dip",3,0,8,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Lateral Raise (Cable)",1,15.0,12,0,0,"",,
2021-08-02 18:03:38,"Push - Chest",1h,"Lateral Raise (Cable)",2,15.0,12,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Lateral Raise (Cable)",3,15.0,12,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Cable Kickback",1,15.0,15,0,0,"",,
2021-08-02 18:03:38,"Push - Chest",1h,"Cable Kickback",2,15.0,10,0,0,,,
2021-08-02 18:03:38,"Push - Chest",1h,"Cable Kickback",3,10.0,15,0,0,,,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"L-Sit Chin up",1,5.0,10,0,0,"","",
2021-08-03 18:10:49,"Pull - Mid Back",49m,"L-Sit Chin up",2,5.0,10,0,0,,,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"L-Sit Chin up",3,0,8,0,0,,,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"Seated Row (Machine)",1,149.99999999999997,12,0,0,"",,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"Seated Row (Machine)",2,149.99999999999997,12,0,0,,,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"Seated Row (Machine)",3,149.99999999999997,12,0,0,,,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"Lat Pulldown (Machine)",1,140.0,8,0,0,"",,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"Lat Pulldown (Machine)",2,140.0,8,0,0,,,
2021-08-03 18:10:49,"Pull - Mid Back",49m,"Lat Pulldown (Machine)",3,140.0,7,0,0,,,
